uuid,KMeans_n_clusters_5,GaussianMixture_n_components_2
RXFsGl+rqwUKPG8sGCIsyqRO+n7yvLDSNiKY0RWfgvU=,0,1
RXPKi1dTKcml/YSRw7QiCpak6FSQ0rtBVKGrrzkGFu0=,4,0
RXRSZjGcVjNGvnG8ZrMiLOxUCsEVGm1dqOHIF0pDmTI=,2,1
RXWC3Obkc8a10yMgkGi3E4sZDm3hn9M1FAvoLxWg5wY=,3,1
RXZsD2ICB7+MbS4k9nh9ANDMFMvrO8qFOhYCpRLIQC8=,2,1
RXZyZNuZMEIeX93jcF9zCpG7gAYx2xkhjv7p4wo9k6g=,4,0
RXa1KM0OCE0QyJJRVs6kR95Hfdwxmb93sapWa5DGeTE=,2,1
RXbNzuNEEAoACXLTCowUdozt7ilXDaWNr3r0fX6Ff90=,4,0
RXdaYqjLbnHI9VgS+xMLOk2WFx/MzSDqEugekRQ7iU4=,4,0
RXeNcyJxwzvd08CJIBQjrkrUEesdoUOlSwv7VI+D33o=,4,0
RXfrFM/y2DVldAVC8zIweYyf/hMKkHqwfQyoUaCAHSY=,1,1
RXkCpETaA5eTfCCv/PmGXsBSMq+a5v+7BHTzV19ElGg=,4,0
RXxKkuZGur0rDTyQmjZByAmZwKW8sC9OUOfIXW/VkVc=,3,0
RXxegyomcFUtzT48o56fAlS+tYhnGa+IeET3aZscslQ=,3,1
RXxjmPRDxCKUCJRnQ11e8T4OBJU0WjcUKfhjVBaOinE=,1,1
RXyYvnOB1j+44mFoeao5GsTFBgN4Pp8JNN2hmnIJQws=,3,0
RY+ZTL9zokReQiCT9AknVjm1KfIQH2m+l+sMH84BxCQ=,4,0
RY/QJIXyrW0XPOBRO+b+IFp6v3znPJAgDDgv57Dte2k=,4,0
RY4jHdimhp8zao7/TueegjMnb/zRt7MRRBD4NLhDO4g=,4,0
RY8BaG89sE5Dtyy/zshRbobhTXuucZac1lpD+ogmnwY=,1,1
RYEd26gSFGAHUlUpyujX18Gpvw41uNdKK20lxJF4kuc=,4,0
RYEiQXF2d+yR3GZp/N/+MvVC8wEgznZx0Fnk70TFJvI=,4,0
RYFZvlQdRKKuzKTAElXuXU8rL30AtLYFlveIGTOeoEM=,4,0
RYH28TbZMT/qZW85F2ZIHQsjsHcgk6kkaZxSPIWmWXs=,4,0
RYH6LwyhPCAezbtXT8HfK3ZMl/GXlE+ZDe6kDZRVK9M=,4,0
RYT0g3JQ75SM+f4oyxSBYGs9g2x2S4jA0CDff04fy5U=,4,0
RYe9VEdpMtl8JeybkwnmCxc3vSAZ52WNCb0qjNLkN90=,4,0
RYg7qXcwnXKO5My2Obcz4brWcLkWb9pb4agTSQZ1Ypk=,1,1
RYoEMixO/vF88tn8ysKjPW3EQ+L2ELTd9Y9hVau7TYc=,3,0
RYtRrA1G5w73X03fLAkqABJDDQIrXjjxGGp4lv8MOMU=,3,1
RYxOT/8TA/w/9ntijcO4Yl+WveTmGHwySfD85naXAGg=,0,1
RZ/Q0V4Ornq1HHO9bu3nhLzdsw4Kpnj8j05PWhQON7M=,2,1
RZ/TKVWoeBSeyBAba5a08y3koMNnizaPJUMD9xRDmWQ=,3,1
RZCsFhJU9CDeUh0tvvPPbhLInQifMvvwXHXNlf79fb0=,4,0
RZG9BMzq5qoIyWN3AbQGWpnVdMs88myBV26ugr4a/yo=,4,0
RZLieKuJa1udOdQlXTeBrzHZUNtLc5Ci4rIxwL9SuS4=,4,0
RZNNMEkvd5B4MrM82mPBkj8LtjaiwCQ272h+DqTuIK4=,4,0
RZSSLG8JbFlYkUxBR3xxWNf7UqZD+zN9FYRNLDYTKHo=,4,0
RZf+4uuIyewyVH7QY0jO6Lci/0VdrdPp9oe6z2YNntA=,4,0
RZfSXLTggs5gOJ4U8tHGNfjYNbg+/OqYiTf+JDyDpPI=,1,1
RZjMz5hhaVQVPJbichwqwhgQCcH9Hk9HmJk9GjsNmH8=,4,0
RZlNlqLUf13Ki7c1iENGp+84DCHv55V2evhyDYYYlsg=,4,0
RZmoEQcqtz8m7ih9jgAf4rNKRlFkokCY0q7BjZO8Ylo=,4,0
RZqVvJlUxs0PbHOzqY8dhr3anLWqaxZuOcnzo3LU7yM=,4,0
RZrGhNVrrALr7nOig/TcVrQ+eztWTNDsB6RUvifDpqw=,4,0
RZwFZohizZkeUpGvWxtrl57dyr8YF6rSZoHtTrsrars=,4,0
Ra0hJwFCJEuKhR0wAGMuj53GeblNh5CK7AP27SVLxH8=,1,1
Ra2qc1Y1KHDlJu4hS4Kc9uLRoVwlScHflcjqgdr/YRw=,1,0
Ra3PhpaipnnDf6DsQtXE4cL6/wFUSWmT8w+nBi2R56o=,4,0
Ra5tj+mdcQzxcGI+j4JW7gzGEq2fq6yma31ljNB6wBs=,4,0
RaD6e/N8fLQg/CHBH9TxfYK+q6lmfJMUyfuw1scZsC8=,4,0
RaSKxl76v/mePyBtIfONeQh2AhbZ/jX/OeTaz2B/6M8=,4,0
RaYOqJP70kbg/IyGlpjM6nKGsg+cMFnxSdLwc6pEq64=,4,0
RaYVGVRToHWjyrhbpijVRF6HECdiXEXo8RnrMHb/kS0=,0,1
RadRq0QGqKnTllQB2z9UsM79dsE0rXxCvKdB0w5ws5Q=,4,0
RafiE2oEVeKj6K9yvcpyViVu+mbztTY+FAaqW63IYRk=,4,0
Rah8dOCLugDf2tcBdIMqWQhe1+ow0DipIJPi8AtRx5Y=,4,0
RajKEoNyXdFyzMu/DVthOA2fl6G1iYOjxDenHtlzrgM=,3,0
RalPV+vVTELkPjzXyBk5i6lehfB1P1OaobGG5TEaX/U=,4,0
RauiMwJyUDsxAXtUpOeCdu98jLg9lO9MoTbZoza23Mc=,4,0
RavDNA3xQn69PipQ7m549lqP9Mg16KZESAnVUPNIgDw=,4,0
RawNBKu8s/bqqQ1dFBjYe4mZ4BriE68KBgyi32nD5uE=,0,1
Rb3HhClvPKX2U1nsWGTo55ioseC+KdwD0L6T4yUW6V4=,4,0
Rb4HDQrbxwd+NYjRL1QyDogqFwocrT8MXRX0ZTHidh0=,4,0
Rb50w2yduPpbzD30KyQCep7rnTLrJbEkiHCG8XC+oG4=,4,0
Rb6J5cDkiQa5WE6m4JOtlpq/GCZAt3Klp+3o8+EGDnQ=,2,1
RbCEDkE8lq6ZEz/KZeFiJf3mzVM6BzTGjzkb0dw1O5M=,4,0
RbInCPYCjeMt1MMmAK+n/aJMviOz5sHKB0RVBUD13fI=,4,0
RbNL/aiR9fG5GN/x6uRb01/mbezKP/uzQ3beyKXAbnw=,4,0
RbVwVCEqxh4SKg1CE1Lhk3u3/6xF/y86TiYfSWxj7p4=,4,0
RbYY9MkUQoM/tuu4d6SEcexRgLMNBIpui5y+UnhFwrc=,4,0
RbbATxrswgjr3msm7zAfQ5qmWR7PTjSCsZ4H24F1lC8=,4,1
RbhlZcT4KOm4lseM6nqL61U4vvbEPx5KGDK9TANAY1Y=,4,0
RbjXanaWf83Zxt8R3mjwFEtu9vSkK6ZYkmaBrGdI11w=,2,1
RbkYaupyymZsZLdUHkQ606f3z68K3p2m1w32m1uaOHQ=,3,1
RbxIVWCDdxK4MkmhWPi1nwIG/hMf83saeew87SQve8k=,2,1
Rc+crRqUIGR91gS/oTAtLLKzBsPlsgfGKj5F/Jukqpo=,4,0
Rc5nPG4bbW/cYhzZ8uHJpjREJT9BM58N4yb884bncv8=,4,0
RcGg7Ih4j4VXvrDqpISzyaZC8ADJASFt4ftBbXFfACg=,4,0
RcO2+Rnx1bJItu6TsiIWL3ADh+u+d+31ciCdKg2zdik=,1,1
RcPNZfygTEmzj2zmqDCinnR0LhVgLZoHHARJPZapPLs=,4,0
RcPiZVSYMSQAYuNIeDYIqaQXnj+/4NegUwCfhLEKWH4=,2,1
RcRCdKFuqNlCnMzzSTaTHwWpAPEAPilUNTQkk+7DnkI=,0,1
RcZkF5i2o8VZMPv25DyZ5cfQQyuACpZoYUsFW18aD6s=,0,1
RcebZRst6D4DtjGdwfUpZjwXTkuKIhkR1Y92Ei2kY64=,4,0
RchzBWV6dZtrtmBfFBWYQuI02yEx7yEgAPlPi/3q2w0=,0,1
Rclyru9P5+YTHA7IY5pp4ixR/bl8/jGXxz0Y9DpwBRM=,3,0
RcpFPh3e/LwSZqZpAb/gMvKXfOyLwTj6bXTlPuHWFEQ=,1,0
RcvQ49BiHpAeVL/icJkMJ0onEVwCE88C7q0zCzU65F8=,3,1
RcwzbfQw404dRL9o6uL43MD6xi9ljaVBgkTr7dSidoQ=,4,0
RcxGa0hntReIZx/WXbYy7uz7LT4UdxiP3cqV2Xmg45k=,1,0
Rd+DC3JJgyIeKUtKqzMxF35N4GImTuY3PZkiF7aSFtg=,2,1
Rd3OUe2gV7JgojOSKlDCkq9rYmxG9qmzoyUG2tcy3CA=,4,0
RdBwAgFy/VIRAhwXfxjOkPg0AGIxyx8qYL6SJWPAIOU=,4,0
RdD95mx209jpfngQSVNo52qGOn0tZ0Ooys1fpvECE5Y=,4,0
RdJ8xNtGKi8/2UXfZK7lbPPeAuqDocdfcp0egL4AKxw=,4,0
RdLXBkrL2cwWv7rCxKPTMvx1ZLC4MLQis+skwuuQ2QA=,4,0
RdNdevOorWjgOD8Mijga1SBgMHQp7vLUIsLkB9SpmZw=,4,0
RdSvYieey5iLJpYrx+YgNYz4207nAbZs3TPVSIEHedk=,4,1
RdXTYUQ++WrMT5bov8f7Za+pBS8arHep9bJh05YUdj8=,4,0
Rdd5QfX+q0lks1DOAcwnNiIRH3hodBG5bmgB/a8Tv3k=,4,0
RddXmih8YZNcEEtMt8EUgQIZupfM9iOP9ANbsys6o7Q=,4,0
Rdf1/f8WyL4DAmm8VAYpQ2sr5kanmP29qTTGW+xikas=,3,0
RdjXqZkseM44MI6yu7mkkL17zGgkR/0lF6BZkEg6iAw=,4,0
RdjpgREIIzyvVaawMMpxhgOD2gvGmeB2ApC2BehF/fU=,4,0
RdjpmX2OeAFVbM1Uo0p8hal7kNy72a1HZrrYS6iWVUk=,4,0
RdlUBDUs80wB7xLbvAv1X6PzwHldJTmCvs5FEg4t+NQ=,4,0
RdusNCBVWWeytNI7KOQ18sKVfa99rT33Upd417tlTGE=,4,0
Re0njMuVRoPh+c4N8YhOMRvH/rS5COF+uttb+Sx284Y=,4,0
Re5CHNCRIQ/fBTOnkInRS4wF2MyzohTNpZ793nXhC4E=,4,0
Re6/Rqrsgo2EqPQg69PuEnFH6vwz9JZ+6uBd9xeWn/s=,4,0
Re8BQ0UWqlLscDlyI9GlkMW5vLEKt4SvbsqWHUDE4pE=,4,0
ReBY9bsgPQcSs3lwSu3HR022uuAlwSJYqj0l7ahlQNs=,4,0
ReIjo4ltt2XTKOVHdEYJBYSVu/ySD4DXn9rAcnQ83WI=,4,1
ReNGzrIoSy6Wmvpw5hUaRhgrT2YP9TFJpQQbRGKjn3Q=,4,0
ReQw3o3TkbYb3x/gx3SaHjMo0liN2jjXL/89ET+zlnY=,4,0
ReS/ofJw9o8dsG0NoQhihVWuAqjAOYzscyTU/vLivHs=,4,0
ReSqdG10HPZ6MJfWRxmCxnrLnTCPlydvfjmS21vs75o=,3,1
ReU38MPAxzypT9rhSPiGNOChUX5XLrJAedvvBC/wQyY=,4,0
ReV7XPCfngwShy/eVR5LNz5Hbk/32Y21w6XE1fs5K+4=,4,0
ReWtEa9zDtE8SjHQqU8l0lhgpPUtxKmDqZ1kAYIMsFs=,4,0
Reaah4NsWT3+rvE7bd3vFe/VP0EtCgx6F0z/cUPxPr0=,2,1
ReeJLmTuVQcYXihBxl4u+OsXSn8ykKB0aadMdfBJaMw=,4,0
ReekxVkJlTvyTPdI0+IDEi+a9oZg+Ce/OeJSImCDrHE=,4,0
Rek8UKWfDrDAGEGsZ0sI+zH/SJ8YpuogCT7ykLkCGcY=,4,0
ReqHf0MVRh44oomYR7LZc/ptbRmEqCjZcSU9NPNdXco=,3,0
Res8yapfoUsBUmNx9p2C8W0XI6lxzdtVY5YYblJKbL0=,4,0
RevWpNUMedrH0zcbaaHAmgjOhuY5M+4dZE9gd6QSsNU=,4,0
RexCyysGcpifux2kZkT122hVpfySuFblLw+NvXukM0k=,4,0
Rf5BrCBbos/Z6KcRP/3eUSwedHL/Aw/7eo4gn+P5ui0=,2,1
Rf6lGur4jI0S5BHspzebWT3gYXoQ9+A1eVN/XRfLYa4=,2,1
RfE10HF4BA66tr15bHL5Z8EHhUkdeYK43zlBiYD1AuU=,1,1
RfGLq6onpZE0H2rYJy0irRBiT0I7PvtbvHsNUkUg3zk=,4,0
RfMbNSg2TokSP026IabcFX5yuAz2+fsmzS/K4IGqmDU=,2,1
RfMwBpBuIzu+lOb1T5dmia3H5uXnqFcqKGwa1ySStIM=,4,0
RfS6sQfu/Mkj2dXyGpTnQMPF4ZWiPGA1EOficIHyDL0=,4,0
RfYykEJ4BrFmzokZGauuWxbWGtPftZEoy1sZU14YZec=,2,1
RfbgH022DmxpVbS/e84fd0QD8wXNWnMnx9gKPnsv1FM=,0,1
Rfd60dZbfRc9M1VDISA1Hcgx0HJtp/S/g5Idy6SZH7A=,3,0
RfdSZs0Ib9FSITROg0k2milTd6ej9WaRYbPmtls2aA4=,3,1
RfhtT4fW9VDBiGHDYyMYHH1NGkjdiiYizaqPC0Jbr0A=,4,0
RfmqFHwPyQuDTuJ5YOpm/WM8J3/Bl2PwDavolctPbUc=,4,0
RfqLQHyLzcDNCrMwjzK8lz6BPsvHnt3TjO7If/N7moA=,4,0
RfsS55Miw+QaS3nqGZmJTzaxYL3jqLzWKAbix2EIfI0=,4,0
RftQl4ZnIWK9GC6Jr0KrE66Pu2bDt85d7nyyRgPNXoI=,4,0
RfwWBC0gCG7+/LO7mj+h/HUIbL+9wcOswpsmIq0rtOA=,4,0
RfwtKSVkiE6tzkY5Horbo1yI1BwUncv6o733Bcmouvo=,4,0
Rg/jYFWCVKGwQqR5pIRgMS8R0Tuwx/TqmqAryfswZFc=,1,1
Rg1fQBuu+3a+vMNjeIrxzp6ErNjYJiaJ0U4A+4nwXbg=,3,1
Rg6POU+/TnkdMtCxbvZXjAnoy8y6U+D06L9mJBlU9Lk=,4,0
Rg7eZ/Esgiz6g2JhquJedp2f/0O0ZGRJb2Wgzouvje4=,4,0
RgADQ94HGb3FFvp0VJqZ1Hvbf6xbIL7Gnlwj24C48xM=,4,0
RgE93s4qKbKtKz+KAhmc6VEQsSppvNrDyFTLtpd2niA=,4,0
RgErDBlkycWW0vfLqqpgHkNPhQaRYglBOv07I9+qzl4=,4,0
RgFSpcy6tJ2ie0/+cDAFVlk21Qju/Vfvty+KdgXei/Q=,4,0
RgHeBxOXjgfso8NdKoQB7IrrXNQ4I1I0xSLpqEvPHo8=,4,0
RgK2sDQr9jnqtKOnM15srtJgtTUpZtGTnpY6i7MU5ZU=,3,1
RgN3JUNyEDCNcMWBPUkqarliQmaI3Z4yNAJ9YcOy26Y=,4,0
RgSqaRiwskUGD9erH26SgBE9QcTkwqH9n8F5xKnbSkE=,4,0
RgTgNfV4i4bd92PFxDPUexGhko+HNtTgOh7r/fjIDzs=,4,0
Rgf8yKm7f0gMBzhM/VhFkgsnr85/rHjd0cvoowEeR8Y=,3,1
RgfE1B6+ht5dXVH7fiWCSt5/+fAUypf/wyMsAFs6Vxc=,4,0
RgfExql3r3e63XE8BBVweix47plYgHm0em6a2Nd6CUk=,4,0
Rgq5mHPHcwAhjLVXSg4ipCQIjWygp5TMv13BVOTgAa0=,3,1
RgqXWR69oFRWboQ0M964BXPsPD4cwu1iUdV51LwV/rQ=,4,0
RgxzGFIHl/ccuOLxTwxoWvO/znFm4svpJDQEJYkFU4I=,3,1
Rh31viEN05+0fh/Gl+lnj3hum8Ea89qmohn5hdJFP9E=,1,1
Rh3LBfp/EJtfYtDngQDiigL/5dYNLD1YfvgLfBP0fb0=,3,1
Rh6I6y51MnaHZHfbzpfdTFxrsGgKVAmrQ3+WKfx7blI=,2,1
RhBMAH3wfp+ytPcqdusl04iEpDcJWF/MbyTy9DKwj48=,4,0
RhGuscoNRZ8K04aLAWOnoxZSSxDn7MjA39GWNGevFbU=,4,0
RhJGWhLJrmKRD/BPU1+P0sACfTHypRo6+4ewm2bSufk=,4,1
RhLNeynrspMOJ0dX4JAJfkgdxRhrG6EjsSm9n37kWts=,4,0
RhNFLiX3pNVHRhLbdumiyl7OcM+ErBzwOhZZNV0nBnU=,4,0
RhS9SMJIwyH7sceWU402QU9Eq04wofp8yQXjqp65rYM=,4,0
RhSaZ6nD4POyQbI/tOGwgDnK1zV7GA67F6K7/aBB8sE=,4,0
RhSc0UaBAr+wQ5gCnofh7e8D6CeWKhp+WnuO9aa8974=,4,0
RhXBRD5vJpU4cWxX2Prv/DJHw3h1NSExd4lGEEBURsg=,3,0
RhXXIoeShITrrcaA+ePLywkBwV9F+9FfZv+SgabhZjc=,2,1
RhZCGv5nJdHpat9GDuXyk4Ly/zNrCmzNArc2J4TpRDg=,3,1
Rhcjgtwa+ep4vfdQa+yOBfN6sB7ZWH34Vqdn16kahp8=,4,0
RhjCgX85++tos8aGpG5wp5ZynaGDaeqtJP7cVKLkv/0=,4,0
RhkhZcek9mMR4dITXdMmDUaCh9Bn628XxnDDnXxbXgA=,4,0
RhnmJx08iOssw6eXGLYVyHvotSAxH0RNyonl7dDSRf4=,4,0
RhxoissEy2/xNxOFVpoRw/KMrrZTjt5ySlKIs4uz1ao=,4,0
Ri/LUSIRWD4UxZwA8FwqTrDQEsnecvV52HXMxSWfk/I=,4,0
Ri2i72EzGmQlKcLe+nbqNhrPcvnVUk4uyf8B4ZSq9mI=,4,0
Ri3ooxT6+LLQGHP91xUN0M+eX4aDIVdE1Zq+eO8lp7c=,1,1
Ri8epe6Nmqk1S0yA9tT/lbfrDQ/BQ0W6mS7oo3h0Mpk=,1,1
RiAY0iJ7Qrqwh6tIC4FG9vkpcFFgkETfObQHyZSZU8c=,4,0
RiAxrPBuim6f4JttIFkuGQYxdWVCXeEafHl6FpKd44w=,4,0
RiBrb3Z57n3VXTqDE6qH8Idb3hGxJ/LMXByRBfMaSy8=,3,1
RiFtGG82QLnMTIrKsCAqMo8b/z9QjbhQMhEtfQdNDPw=,4,0
RiOVq/Vh8vWiGjeoJS8rneRLE2azamRte7GPdzxoKjg=,4,0
RiSO5sOaf4SHj5+4RA4khbV4UdWgBUFPHgwaET+vfdM=,4,0
RiVd+lTbkqFkwVZ0N8Lhm76M+CKjt8Bbm4XOutCokzI=,4,0
RibdiMnxRoj+3KxPjh6nPqiArFlI/04M4pJbmgk9vko=,4,0
RigTEtRRWJ+Fppql8fux4eKyQ+C4APPy5yhtSW5kvLI=,1,1
RimuE8wCokehkYlHGzwBv3DmshKGzJECLpq47qs+vEQ=,0,1
RinEkOk+OlXEMkt6Qq1hsyuKuAHVBCwIBqEPGFpp6Vo=,4,0
RipaghHaXwmKY1MwreBdOJnr1MQZ0Zblq5bdl7a1IdE=,4,0
RitlZUeeocJBOIoUaDKfkPhvaJmdzxtpOMivMUuOwoA=,4,0
Rj+JCO+8fNrfyKfdeapv6uo1NiOxXRuR7tjPj8YCLf8=,4,0
Rj06IZzKShGNkkdtZ5V10DvfGDCNfoH7UzOmUqfyd5M=,1,1
Rj7rgxRweIdsgrnyqbIVPlHeg1/pU4c9uy7mZo3Ed/o=,4,0
RjIu5tKNn6mBms7Aapk3LFRqp/YfoOQ1u9o7bc07On8=,2,1
RjJAYEjxwDYpP0cgCCPL+dLE6xGWwtZ7wC2QMIOjKS0=,2,1
RjNQNwBiHg5jDHq/IUx0r3KFvpierrOlWFkBk29FJ/A=,1,1
RjVU9aBxsmTx/xZEIzyfvK9uScH9JX59lRSsQUYHSlI=,3,1
RjYRuvDxJvOCPSHVSvt6+a80a5fsLswjsCTTPo7uaRc=,4,0
RjbGW8M+BI+BKT0kKjACMmWVHYPoh9TkZ+qVaZ5bkoo=,3,0
Rjc2upAqll+d9CstI/qJh0+A95eTy6VXFkJpIXEptf8=,4,0
RjfAYIDTWvu2c2VUa5hS/bMo4TKRLEE0m3OI2LNUe9I=,2,1
Rjfc/pbmFq0oMtwyYZsa2/DuhhHL3KiR/EOcGMKiJ0s=,4,0
Rjg76CxnRmPg/4qhGrqCkr/bnsaFetx2xHeGzC2pdsA=,4,0
RjjqIoOldF5OpvqK4XmGLT3RtRwTai83ncMm82LeoQk=,4,0
RjnwY0PGuwU8IRJqOLqEpzsJ8seHrDq2sEPOnLEJDS4=,1,1
RjoFFkMnYz3+hOV+cta8vOYZYBaZGGWKVsRefdv9NA8=,4,0
RjvXunR8RiF5MDkXUZRo0uFm2r1kqzYQy57ZzR78hUU=,3,1
RjvzqzoefhuRAf9Yu3xj4Ww7S0KxZyt/a+RmkENsr7w=,4,0
Rk2Hcq0jJI5ieAxIwc6z1X5gZtn+ljP5rtZriX2Cr98=,4,0
Rk3AVHr2UeHhqtdE1FEn48wt8BfRoxszQF6ytgtv50A=,0,1
RkBQZra7RwIY3080qfQCq1tUKa8OU5o2kAtDzHevm2A=,4,0
RkDEP4h99hwoMw2219jlPHZyQzAWLXzkDTEEr66bITg=,4,0
RkG3MFeaNJtd/gWNSljm2OX3JkL9O5BrrZischgaYtw=,4,0
RkHSICDGMr9NWpj2ZX0R+os4PgOVeaphKUA4KsRyVEQ=,4,0
RkIIh+WkwPX8siIyWo4m1cYMk0MTp/TbYhUtrj2pMn8=,4,0
RkJz0lvr3IMRi/uv/cYKdvhjFtiSi+NvgSR3pagpXVw=,4,0
RkN4Vq7hIG3AIYOcEgpxjp4vCzBOXMSxo046IJizTK0=,4,0
RkPyo1LtN/IFOyFPaSTxI47vhVcJZrYmR74h0mv27rg=,1,1
RkR18zzDx1iJM+GCi/hW6EamAXXKrGTAzXcRsyJvDx8=,4,0
RkVLvbjtYvD0XyOzYfZ2p1laINhv0oCIzqcQ1BdY87g=,4,0
RkWZoB17fa5BcU/G/9VLYTCk/47CscGM3rTUZEjea2M=,4,1
Rkbe1kufrHUIbniGdzB9tFfrO448Mz9S5UbYTQj0VMw=,4,0
RkchDx2SlGHhV9CG0hMM7JSrFnHwy5gqgVnuPb6prlo=,4,0
RklOPRcb81S/4urJlNDBZ8Q2gbw6Mq4R49OLE5IDF40=,4,0
RkqaJeif7qWQ/nlvnQXcmtLtYgQ8i0kR54sGbY+unHg=,2,1
Rkrg/vJRQ/hpI95BkAa+Hi+F67FoD7uipFEXmuN3HQ8=,1,1
RksQENoM2k/zhYU9HQLwe2OjraL6004aOWSfnEKrTKM=,2,1
Rksk/3uzmh0zz2oBWFLInHzx/+mcK58X/NUteyR80Uo=,2,1
Rl5CDlFnpK1mOua1N7hYdOEB1q+YznmdsIqYZ0aJV+g=,4,0
Rl9pZc1Cs5jRf2cUY2baCcxSSt17XsbuRwL8UxB7gpU=,4,0
RlFJDxX81N0UveORBbIKGQ2oft7ti54UclhxLTtklSc=,4,0
RlK34ssN+UWWya91ymPmOuRXaMAj8xza3Je8oscV9I8=,4,0
RlM44VKTdPd6oqomHu0DpW7xUwQ8MJnpRqwyb9csZck=,4,0
RlMI62/GNBKtv+HbW8Vbz2RYuPPCPJBwBbn7jnuro/Q=,4,0
RlNwJ642nkraMeEa8XG5aZtBMmZtcsecQU/y80wGBHA=,0,1
RlUT2YnjGL4Rz/DE+2osylSQnfYwuWIZp9AIdZfUVXk=,4,0
RlYrFnEa3j3cM1S8FefvjltrKB+UIdC6oVwAsnOX0XQ=,4,0
Rlc+/ifLvUf7PW8YEpuXt2ehruWkRAo+gY6eRDO/czk=,2,1
RldngofcsNpacA9w/yBJMd8yoAq27Yc/C2Edr6bTIiI=,4,0
RleKl22f4PXIz9LVt7VSpUWPlyHZXnz1e6ZjJtjAzEE=,4,0
RleRzrz7YaBiPGkqruJo/G+RzWZweCMhfAoCxFQ1xj8=,4,0
RlfmlOx4RNSTI6S4k4PiVKeDdiJ1JzIRcUtTviXNIOE=,4,0
Rlh1dHM+jS0q7JrNEf+VaN2MOPqz7FIjSx60z1yM4Ig=,4,0
RliwnnhihnDVXF0s1+LDO+DY+0CnN4rALOkQ/FioTiI=,4,0
RlkZlKSzBlzzFlvGHT/TpNrobY3zx0LCLwvp+1qv5rE=,4,0
RllaNmHZA4sDfaxiw2LmlDjc1jKtMxrodKuCNv2YhYg=,4,0
RlmxHFXjQo2G1S3gdtx85nvoqsXaViX+l0XuCyxL570=,4,0
RlnLnhi32k0qe3zsQr8kAgkjMMRsFNZ+1wdntLqxEmo=,4,0
RlpkYeEt5p0y8I2ZLgfv9KjzvwjmH7gWq31wGQMp1xg=,4,0
Rlxvv4cQ/0OjZ0k0NQpY2fBwfnLZ+tc/c/k1Z25a+Uk=,3,1
RlyAOTIH/HaI4p48v0GgVtTvzlgVUqifJwh4sfTYN7A=,3,0
Rlyqq8ZmeGh35GCS/19nAsnbKr614jfpzUGf8+e7Abc=,4,0
Rm2txnPUvvDj/WRQaVeFYrYYkyW6dh7nwIQbuRFHMk8=,4,0
Rm50Ik7d/fc9tIcZWPTBT/9hfNxO9rRlHE5vXmoOCnQ=,3,0
Rm63XVUCkCOMpHgZnaUOQAkFR+05Y3xANcgEGyVY3SM=,4,0
Rm8cc4xoekuwdC8bxvPJI4N6kcn/TZrblwbZgnhYmS8=,4,0
RmBvLii+ELtXo6p4XNswBeuKjt64RWroOuvmCjCZ67I=,4,0
RmDgU/aH5RGikHO50IjsAXQp4NUvssrebBoZuftds7I=,4,0
RmFGm8ipwzPlnC8te5QGVLX1oGKH0T4hAPFH9WEhmV8=,4,0
RmIxZlfW/6IvQwLZfNU5xKKQ5fzoVJa2KluEh0ZMBEI=,4,0
RmQfpJyYqKzoh6SSrAqrXMSXsFIn6aRAAU5PN5c7Eoc=,3,0
RmWH5SDd4rAoROfUOLv4GaSKj78mZXHSLM/5mc3A5no=,4,1
RmXq7STMpCE2AX6mMfoIgmQl3fs3wCDpzMQ93itEOpo=,4,0
RmZHRC1nyjWBVYFxLYpN4aT/ocvj03aRYh6MMMlVXhw=,0,1
RmjdmrdSHMgk/j+zd31T+M9havGjP7UCj+6eJX31S30=,4,1
RmmEIkp2ltMUi67KjXfrd0HrUVIDKBCuil+++oUzy3A=,4,0
RmmO0e1ASSvcj+UYn4o8eEGYbb/ksQRbkPvhePIY9XQ=,4,0
Rmp32UQqyU5JX25my/Dvgb02SAkVWc0rssO/+JBN0dk=,4,1
Rn/3tn3N/FYbAfaa2mzsr2V4twSW8dTconSeSLPSUqI=,4,0
Rn2zpCWYKJJTTCKYPFloVSxYR58JL2CiEsG5JQw/Z+Q=,2,1
Rn5Nttl/8XH1JWT3PjAbvHfniLLnMGAcoB4CoyrMw7A=,4,0
Rn5Swrmw2Ug6TTa70UcGwG26vDvu0Xk4tHpPFSmqi2w=,2,1
Rn5TNJJayEM3+ny3thsdJAbfAd2fu2lfZEgfvg424yw=,2,1
Rn6gjSdZWYAVkjzvZjFU8kIORqAQwRSEST4TKO8ri5w=,0,1
Rn8YTHi0fm5xLF3E0/qObS8vN97A/Cf4LiCUPkZk/yM=,3,0
RnBTrSAOGekH8Df7+HADbvIrxDMwRYyBsIWJH55Rpes=,3,0
RnEPaRPajHzzQcHZL2quhA+RX5YZjIMarLQnXpvh59o=,4,0
RnFO4zYEvvDj3LBDGdclTLPl4V3DnvuuuRt/7kRpNmI=,2,1
RnFXP/JFki5Wnu5z+G/v6AWyww8aMkXAJQuriPOQCdc=,4,0
RnIaYmfvWNDuFqo+WqYwnkvuN2agsDRe8yYo/BiOi6Q=,4,0
RnJqpLQTmbr/MhlJAOjGc/iiR7SLV5TPt2BacB01RQ8=,0,1
RnNPmv4CS+xLECKqNVOOPZymdltKoUGMRokXfNa3dLU=,1,1
RnTC8jLj/tLKWDbkG4bRKtiJ2r5BXub9U3yAa8qfYN4=,4,0
